,state,district,year,month,Bio_bio_age_5_17,Bio_bio_age_17_
35,Andhra Pradesh,Alluri Sitharama Raju,2025,12,868,1362
36,Andhra Pradesh,Anakapalli,2025,3,218,234
37,Andhra Pradesh,Anakapalli,2025,4,598,342
38,Andhra Pradesh,Anakapalli,2025,5,565,480
39,Andhra Pradesh,Anakapalli,2025,6,579,449
40,Andhra Pradesh,Anakapalli,2025,7,214,281
41,Andhra Pradesh,Anakapalli,2025,9,111,292
42,Andhra Pradesh,Anakapalli,2025,10,373,281
43,Andhra Pradesh,Anakapalli,2025,11,429,303
44,Andhra Pradesh,Anakapalli,2025,12,455,519
45,Andhra Pradesh,Ananthapuramu,2025,3,29148,10801
46,Andhra Pradesh,Ananthapuramu,2025,4,42919,10085
47,Andhra Pradesh,Ananthapuramu,2025,5,32744,10995
48,Andhra Pradesh,Ananthapuramu,2025,6,27809,12254
49,Andhra Pradesh,Ananthapuramu,2025,7,8385,10212
50,Andhra Pradesh,Ananthapuramu,2025,9,5750,7059
51,Andhra Pradesh,Ananthapuramu,2025,10,18572,10205
52,Andhra Pradesh,Ananthapuramu,2025,11,13333,11068
53,Andhra Pradesh,Ananthapuramu,2025,12,11789,14171
54,Andhra Pradesh,Annamayya,2025,3,235,270
55,Andhra Pradesh,Annamayya,2025,4,760,371
56,Andhra Pradesh,Annamayya,2025,5,1317,595
57,Andhra Pradesh,Annamayya,2025,6,903,507
58,Andhra Pradesh,Annamayya,2025,7,361,491
59,Andhra Pradesh,Annamayya,2025,9,191,385
60,Andhra Pradesh,Annamayya,2025,10,634,326
61,Andhra Pradesh,Annamayya,2025,11,655,372
62,Andhra Pradesh,Annamayya,2025,12,734,605
63,Andhra Pradesh,Bapatla,2025,3,114,131
64,Andhra Pradesh,Bapatla,2025,4,220,165
65,Andhra Pradesh,Bapatla,2025,5,508,303
66,Andhra Pradesh,Bapatla,2025,6,822,465
67,Andhra Pradesh,Bapatla,2025,7,171,165
68,Andhra Pradesh,Bapatla,2025,9,134,182
69,Andhra Pradesh,Bapatla,2025,10,462,171
70,Andhra Pradesh,Bapatla,2025,11,769,203
71,Andhra Pradesh,Bapatla,2025,12,699,298
72,Andhra Pradesh,Chittoor,2025,3,18773,9414
73,Andhra Pradesh,Chittoor,2025,4,35284,10206
74,Andhra Pradesh,Chittoor,2025,5,25633,9255
75,Andhra Pradesh,Chittoor,2025,6,21156,9672
76,Andhra Pradesh,Chittoor,2025,7,8888,10455
77,Andhra Pradesh,Chittoor,2025,9,5093,7074
78,Andhra Pradesh,Chittoor,2025,10,19343,6698
79,Andhra Pradesh,Chittoor,2025,11,22227,8670
80,Andhra Pradesh,Chittoor,2025,12,12330,11267
81,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,3,116,181
82,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,4,321,247
83,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,5,615,414
84,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,6,668,528
85,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,7,182,300
86,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,9,200,309
87,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,10,653,240
88,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,11,941,295
89,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,12,656,440
90,Andhra Pradesh,East Godavari,2025,3,18286,11512
91,Andhra Pradesh,East Godavari,2025,4,39510,11585
92,Andhra Pradesh,East Godavari,2025,5,29904,11079
93,Andhra Pradesh,East Godavari,2025,6,30081,12219
94,Andhra Pradesh,East Godavari,2025,7,12528,13506
95,Andhra Pradesh,East Godavari,2025,9,7385,7853
96,Andhra Pradesh,East Godavari,2025,10,20988,7726
97,Andhra Pradesh,East Godavari,2025,11,26682,9204
98,Andhra Pradesh,East Godavari,2025,12,19540,12262
99,Andhra Pradesh,Eluru,2025,3,171,308
100,Andhra Pradesh,Eluru,2025,4,402,462
101,Andhra Pradesh,Eluru,2025,5,801,734
102,Andhra Pradesh,Eluru,2025,6,899,693
103,Andhra Pradesh,Eluru,2025,7,235,374
104,Andhra Pradesh,Eluru,2025,9,215,392
105,Andhra Pradesh,Eluru,2025,10,381,267
106,Andhra Pradesh,Eluru,2025,11,584,285
107,Andhra Pradesh,Eluru,2025,12,600,427
108,Andhra Pradesh,Guntur,2025,3,19655,11604
109,Andhra Pradesh,Guntur,2025,4,40190,11344
110,Andhra Pradesh,Guntur,2025,5,28530,12010
111,Andhra Pradesh,Guntur,2025,6,28176,13524
112,Andhra Pradesh,Guntur,2025,7,11415,14196
113,Andhra Pradesh,Guntur,2025,9,4976,8246
114,Andhra Pradesh,Guntur,2025,10,17165,8852
115,Andhra Pradesh,Guntur,2025,11,21021,10826
116,Andhra Pradesh,Guntur,2025,12,16537,13427
117,Andhra Pradesh,Kakinada,2025,3,203,317
118,Andhra Pradesh,Kakinada,2025,4,710,613
119,Andhra Pradesh,Kakinada,2025,5,1272,742
120,Andhra Pradesh,Kakinada,2025,6,1091,690
121,Andhra Pradesh,Kakinada,2025,7,524,607
122,Andhra Pradesh,Kakinada,2025,9,250,346
123,Andhra Pradesh,Kakinada,2025,10,954,324
124,Andhra Pradesh,Kakinada,2025,11,1247,382
125,Andhra Pradesh,Kakinada,2025,12,890,536
126,Andhra Pradesh,Krishna,2025,3,16816,9887
127,Andhra Pradesh,Krishna,2025,4,29038,9999
128,Andhra Pradesh,Krishna,2025,5,20478,9521
129,Andhra Pradesh,Krishna,2025,6,20590,10292
130,Andhra Pradesh,Krishna,2025,7,11727,11239
131,Andhra Pradesh,Krishna,2025,9,5652,9254
132,Andhra Pradesh,Krishna,2025,10,13069,7233
133,Andhra Pradesh,Krishna,2025,11,17877,8508
134,Andhra Pradesh,Krishna,2025,12,11541,10526
135,Andhra Pradesh,Kurnool,2025,3,27662,10576
136,Andhra Pradesh,Kurnool,2025,4,56618,11320
137,Andhra Pradesh,Kurnool,2025,5,38609,11871
138,Andhra Pradesh,Kurnool,2025,6,34015,13321
139,Andhra Pradesh,Kurnool,2025,7,15103,14834
140,Andhra Pradesh,Kurnool,2025,9,7839,9118
141,Andhra Pradesh,Kurnool,2025,10,23968,10978
142,Andhra Pradesh,Kurnool,2025,11,21105,11578
143,Andhra Pradesh,Kurnool,2025,12,18073,14045
144,Andhra Pradesh,Mahabub Nagar,2025,3,274,1114
145,Andhra Pradesh,Mahabub Nagar,2025,4,189,664
146,Andhra Pradesh,Mahabub Nagar,2025,5,244,696
147,Andhra Pradesh,Mahabub Nagar,2025,6,411,977
148,Andhra Pradesh,Mahabub Nagar,2025,7,276,1304
149,Andhra Pradesh,Mahabub Nagar,2025,9,299,1922
150,Andhra Pradesh,Mahabub Nagar,2025,10,540,1789
151,Andhra Pradesh,Mahabub Nagar,2025,11,452,1429
152,Andhra Pradesh,Mahabub Nagar,2025,12,375,1784
153,Andhra Pradesh,N. T. R,2025,3,380,740
154,Andhra Pradesh,N. T. R,2025,4,993,944
155,Andhra Pradesh,N. T. R,2025,5,1040,991
156,Andhra Pradesh,N. T. R,2025,6,1007,836
157,Andhra Pradesh,N. T. R,2025,7,788,1079
158,Andhra Pradesh,N. T. R,2025,9,329,638
159,Andhra Pradesh,N. T. R,2025,10,711,442
160,Andhra Pradesh,N. T. R,2025,11,879,484
161,Andhra Pradesh,N. T. R,2025,12,661,617
162,Andhra Pradesh,Nandyal,2025,3,283,280
163,Andhra Pradesh,Nandyal,2025,4,658,411
164,Andhra Pradesh,Nandyal,2025,5,1107,649
165,Andhra Pradesh,Nandyal,2025,6,1222,735
166,Andhra Pradesh,Nandyal,2025,7,338,513
167,Andhra Pradesh,Nandyal,2025,9,220,388
168,Andhra Pradesh,Nandyal,2025,10,855,407
169,Andhra Pradesh,Nandyal,2025,11,814,415
170,Andhra Pradesh,Nandyal,2025,12,840,505
171,Andhra Pradesh,Palnadu,2025,3,293,311
172,Andhra Pradesh,Palnadu,2025,4,606,398
173,Andhra Pradesh,Palnadu,2025,5,1259,700
174,Andhra Pradesh,Palnadu,2025,6,1400,705
175,Andhra Pradesh,Palnadu,2025,7,368,531
176,Andhra Pradesh,Palnadu,2025,9,192,348
177,Andhra Pradesh,Palnadu,2025,10,593,264
178,Andhra Pradesh,Palnadu,2025,11,686,346
179,Andhra Pradesh,Palnadu,2025,12,610,443
180,Andhra Pradesh,Parvathipuram Manyam,2025,3,362,487
181,Andhra Pradesh,Parvathipuram Manyam,2025,4,840,655
182,Andhra Pradesh,Parvathipuram Manyam,2025,5,1014,786
183,Andhra Pradesh,Parvathipuram Manyam,2025,6,1058,879
184,Andhra Pradesh,Parvathipuram Manyam,2025,7,409,743
185,Andhra Pradesh,Parvathipuram Manyam,2025,9,149,432
186,Andhra Pradesh,Parvathipuram Manyam,2025,10,320,431
187,Andhra Pradesh,Parvathipuram Manyam,2025,11,541,460
188,Andhra Pradesh,Parvathipuram Manyam,2025,12,397,667
189,Andhra Pradesh,Prakasam,2025,3,11991,7242
190,Andhra Pradesh,Prakasam,2025,4,28635,7906
191,Andhra Pradesh,Prakasam,2025,5,24657,8625
192,Andhra Pradesh,Prakasam,2025,6,23007,10067
193,Andhra Pradesh,Prakasam,2025,7,8732,9994
194,Andhra Pradesh,Prakasam,2025,9,4352,6116
195,Andhra Pradesh,Prakasam,2025,10,10066,7699
196,Andhra Pradesh,Prakasam,2025,11,13488,8594
197,Andhra Pradesh,Prakasam,2025,12,11605,9523
198,Andhra Pradesh,Ranga Reddy,2025,3,11,6
199,Andhra Pradesh,Ranga Reddy,2025,6,23,12
200,Andhra Pradesh,Ranga Reddy,2025,7,10,12
201,Andhra Pradesh,Ranga Reddy,2025,9,68,231
202,Andhra Pradesh,Ranga Reddy,2025,10,100,206
203,Andhra Pradesh,Ranga Reddy,2025,11,66,174
204,Andhra Pradesh,Ranga Reddy,2025,12,108,158
205,Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,3,5223,6412
206,Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,4,21750,6856
207,Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,5,18658,7403
208,Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,6,17900,8309
209,Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,7,7129,8864
210,Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,9,3690,5338
211,Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,10,10929,5339
212,Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,11,12325,6981
213,Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,12,8129,7377
214,Andhra Pradesh,Sri Sathya Sai,2025,3,738,463
215,Andhra Pradesh,Sri Sathya Sai,2025,4,690,395
216,Andhra Pradesh,Sri Sathya Sai,2025,5,1043,738
217,Andhra Pradesh,Sri Sathya Sai,2025,6,1080,724
218,Andhra Pradesh,Sri Sathya Sai,2025,7,179,268
219,Andhra Pradesh,Sri Sathya Sai,2025,9,185,412
220,Andhra Pradesh,Sri Sathya Sai,2025,10,738,439
221,Andhra Pradesh,Sri Sathya Sai,2025,11,577,567
222,Andhra Pradesh,Sri Sathya Sai,2025,12,474,705
223,Andhra Pradesh,Srikakulam,2025,3,22984,6997
224,Andhra Pradesh,Srikakulam,2025,4,29521,7659
225,Andhra Pradesh,Srikakulam,2025,5,15311,7444
226,Andhra Pradesh,Srikakulam,2025,6,15707,9101
227,Andhra Pradesh,Srikakulam,2025,7,6285,8992
228,Andhra Pradesh,Srikakulam,2025,9,3417,5782
229,Andhra Pradesh,Srikakulam,2025,10,11802,6536
230,Andhra Pradesh,Srikakulam,2025,11,11031,6435
231,Andhra Pradesh,Srikakulam,2025,12,9120,8483
232,Andhra Pradesh,Tirupati,2025,3,268,382
233,Andhra Pradesh,Tirupati,2025,4,560,571
234,Andhra Pradesh,Tirupati,2025,5,1071,828
235,Andhra Pradesh,Tirupati,2025,6,935,722
236,Andhra Pradesh,Tirupati,2025,7,375,586
237,Andhra Pradesh,Tirupati,2025,9,296,375
238,Andhra Pradesh,Tirupati,2025,10,658,331
239,Andhra Pradesh,Tirupati,2025,11,868,431
240,Andhra Pradesh,Tirupati,2025,12,602,539
241,Andhra Pradesh,Visakhapatnam,2025,3,21850,15143
242,Andhra Pradesh,Visakhapatnam,2025,4,44075,14418
243,Andhra Pradesh,Visakhapatnam,2025,5,28998,13737
244,Andhra Pradesh,Visakhapatnam,2025,6,29728,15240
245,Andhra Pradesh,Visakhapatnam,2025,7,11793,14744
246,Andhra Pradesh,Visakhapatnam,2025,9,9267,9802
247,Andhra Pradesh,Visakhapatnam,2025,10,12702,8441
248,Andhra Pradesh,Visakhapatnam,2025,11,20111,10754
249,Andhra Pradesh,Visakhapatnam,2025,12,16861,13639
250,Andhra Pradesh,Vizianagaram,2025,3,11966,6473
251,Andhra Pradesh,Vizianagaram,2025,4,21930,6001
252,Andhra Pradesh,Vizianagaram,2025,5,15557,6376
253,Andhra Pradesh,Vizianagaram,2025,6,13716,7158
254,Andhra Pradesh,Vizianagaram,2025,7,5872,7494
255,Andhra Pradesh,Vizianagaram,2025,9,2908,5242
256,Andhra Pradesh,Vizianagaram,2025,10,7728,5582
257,Andhra Pradesh,Vizianagaram,2025,11,11576,6105
258,Andhra Pradesh,Vizianagaram,2025,12,10043,8271
259,Andhra Pradesh,West Godavari,2025,3,15662,9674
260,Andhra Pradesh,West Godavari,2025,4,26832,9379
261,Andhra Pradesh,West Godavari,2025,5,19992,9925
262,Andhra Pradesh,West Godavari,2025,6,21049,10030
263,Andhra Pradesh,West Godavari,2025,7,8673,10290
264,Andhra Pradesh,West Godavari,2025,9,4989,7097
265,Andhra Pradesh,West Godavari,2025,10,14249,6405
266,Andhra Pradesh,West Godavari,2025,11,15633,7745
267,Andhra Pradesh,West Godavari,2025,12,12900,9890
268,Andhra Pradesh,YSR Kadapa,2025,3,11858,5523
269,Andhra Pradesh,YSR Kadapa,2025,4,22743,6050
270,Andhra Pradesh,YSR Kadapa,2025,5,19467,6348
271,Andhra Pradesh,YSR Kadapa,2025,6,18686,7566
272,Andhra Pradesh,YSR Kadapa,2025,7,7388,7536
273,Andhra Pradesh,YSR Kadapa,2025,9,3929,5054
274,Andhra Pradesh,YSR Kadapa,2025,10,11434,6089
275,Andhra Pradesh,YSR Kadapa,2025,11,12396,6246
276,Andhra Pradesh,YSR Kadapa,2025,12,12409,8682
277,Arunachal Pradesh,Anjaw,2025,3,55,79
278,Arunachal Pradesh,Anjaw,2025,4,68,53
279,Arunachal Pradesh,Anjaw,2025,5,89,101
280,Arunachal Pradesh,Anjaw,2025,6,50,58
281,Arunachal Pradesh,Anjaw,2025,7,60,79
282,Arunachal Pradesh,Anjaw,2025,9,50,28
283,Arunachal Pradesh,Anjaw,2025,10,34,24
284,Arunachal Pradesh,Anjaw,2025,11,184,36
285,Arunachal Pradesh,Anjaw,2025,12,85,38
286,Arunachal Pradesh,Changlang,2025,3,483,339
287,Arunachal Pradesh,Changlang,2025,4,490,258
288,Arunachal Pradesh,Changlang,2025,5,381,268
289,Arunachal Pradesh,Changlang,2025,6,386,288
290,Arunachal Pradesh,Changlang,2025,7,528,419
291,Arunachal Pradesh,Changlang,2025,9,762,514
292,Arunachal Pradesh,Changlang,2025,10,255,212
293,Arunachal Pradesh,Changlang,2025,11,1265,234
294,Arunachal Pradesh,Changlang,2025,12,886,215
295,Arunachal Pradesh,Dibang Valley,2025,3,15,41
296,Arunachal Pradesh,Dibang Valley,2025,4,11,11
297,Arunachal Pradesh,Dibang Valley,2025,5,33,25
298,Arunachal Pradesh,Dibang Valley,2025,6,19,17
299,Arunachal Pradesh,Dibang Valley,2025,7,16,17
300,Arunachal Pradesh,Dibang Valley,2025,9,10,9
301,Arunachal Pradesh,Dibang Valley,2025,10,27,5
302,Arunachal Pradesh,Dibang Valley,2025,11,168,24
303,Arunachal Pradesh,Dibang Valley,2025,12,14,9
304,Arunachal Pradesh,East Kameng,2025,3,189,244
305,Arunachal Pradesh,East Kameng,2025,4,333,168
306,Arunachal Pradesh,East Kameng,2025,5,306,228
307,Arunachal Pradesh,East Kameng,2025,6,228,194
308,Arunachal Pradesh,East Kameng,2025,7,195,191
309,Arunachal Pradesh,East Kameng,2025,9,396,263
310,Arunachal Pradesh,East Kameng,2025,10,280,154
311,Arunachal Pradesh,East Kameng,2025,11,564,117
312,Arunachal Pradesh,East Kameng,2025,12,199,48
313,Arunachal Pradesh,East Siang,2025,3,134,131
314,Arunachal Pradesh,East Siang,2025,4,191,112
315,Arunachal Pradesh,East Siang,2025,5,165,93
316,Arunachal Pradesh,East Siang,2025,6,127,121
317,Arunachal Pradesh,East Siang,2025,7,160,200
318,Arunachal Pradesh,East Siang,2025,9,152,96
319,Arunachal Pradesh,East Siang,2025,10,281,98
320,Arunachal Pradesh,East Siang,2025,11,539,133
321,Arunachal Pradesh,East Siang,2025,12,493,95
322,Arunachal Pradesh,Kamle,2025,6,10,15
323,Arunachal Pradesh,Kamle,2025,7,28,38
324,Arunachal Pradesh,Kamle,2025,9,6,17
325,Arunachal Pradesh,Kamle,2025,10,3,2
326,Arunachal Pradesh,Kamle,2025,11,8,12
327,Arunachal Pradesh,Kamle,2025,12,2,2
328,Arunachal Pradesh,Kra Daadi,2025,3,75,122
329,Arunachal Pradesh,Kra Daadi,2025,4,127,80
330,Arunachal Pradesh,Kra Daadi,2025,5,118,80
331,Arunachal Pradesh,Kra Daadi,2025,6,73,56
332,Arunachal Pradesh,Kra Daadi,2025,7,95,83
333,Arunachal Pradesh,Kra Daadi,2025,9,75,37
334,Arunachal Pradesh,Kra Daadi,2025,10,53,22
335,Arunachal Pradesh,Kra Daadi,2025,11,34,24
336,Arunachal Pradesh,Kra Daadi,2025,12,67,19
337,Arunachal Pradesh,Kurung Kumey,2025,3,93,536
338,Arunachal Pradesh,Kurung Kumey,2025,4,107,467
339,Arunachal Pradesh,Kurung Kumey,2025,5,128,328
340,Arunachal Pradesh,Kurung Kumey,2025,6,88,201
341,Arunachal Pradesh,Kurung Kumey,2025,7,178,308
342,Arunachal Pradesh,Kurung Kumey,2025,9,134,132
343,Arunachal Pradesh,Kurung Kumey,2025,10,118,51
344,Arunachal Pradesh,Kurung Kumey,2025,11,312,50
345,Arunachal Pradesh,Kurung Kumey,2025,12,141,18
346,Arunachal Pradesh,Leparada,2025,9,3,0
347,Arunachal Pradesh,Leparada,2025,10,14,1
348,Arunachal Pradesh,Leparada,2025,11,14,1
349,Arunachal Pradesh,Leparada,2025,12,3,0
350,Arunachal Pradesh,Lohit,2025,3,100,364
351,Arunachal Pradesh,Lohit,2025,4,177,306
352,Arunachal Pradesh,Lohit,2025,5,173,281
353,Arunachal Pradesh,Lohit,2025,6,116,270
354,Arunachal Pradesh,Lohit,2025,7,128,237
355,Arunachal Pradesh,Lohit,2025,9,141,175
356,Arunachal Pradesh,Lohit,2025,10,196,96
357,Arunachal Pradesh,Lohit,2025,11,317,100
358,Arunachal Pradesh,Lohit,2025,12,448,266
359,Arunachal Pradesh,Longding,2025,3,133,129
360,Arunachal Pradesh,Longding,2025,4,277,126
361,Arunachal Pradesh,Longding,2025,5,196,124
362,Arunachal Pradesh,Longding,2025,6,141,136
363,Arunachal Pradesh,Longding,2025,7,157,181
364,Arunachal Pradesh,Longding,2025,9,224,109
365,Arunachal Pradesh,Longding,2025,10,123,46
366,Arunachal Pradesh,Longding,2025,11,258,64
367,Arunachal Pradesh,Longding,2025,12,102,73
368,Arunachal Pradesh,Lower Dibang Valley,2025,3,80,117
369,Arunachal Pradesh,Lower Dibang Valley,2025,4,111,67
370,Arunachal Pradesh,Lower Dibang Valley,2025,5,121,112
371,Arunachal Pradesh,Lower Dibang Valley,2025,6,118,113
372,Arunachal Pradesh,Lower Dibang Valley,2025,7,114,139
373,Arunachal Pradesh,Lower Dibang Valley,2025,9,96,81
374,Arunachal Pradesh,Lower Dibang Valley,2025,10,270,77
375,Arunachal Pradesh,Lower Dibang Valley,2025,11,291,72
376,Arunachal Pradesh,Lower Dibang Valley,2025,12,172,97
377,Arunachal Pradesh,Lower Siang,2025,3,26,12
378,Arunachal Pradesh,Lower Siang,2025,5,12,10
379,Arunachal Pradesh,Lower Siang,2025,9,27,13
380,Arunachal Pradesh,Lower Siang,2025,10,87,9
381,Arunachal Pradesh,Lower Siang,2025,11,182,7
382,Arunachal Pradesh,Lower Siang,2025,12,25,3
383,Arunachal Pradesh,Lower Subansiri,2025,3,81,128
384,Arunachal Pradesh,Lower Subansiri,2025,4,169,178
385,Arunachal Pradesh,Lower Subansiri,2025,5,155,196
386,Arunachal Pradesh,Lower Subansiri,2025,6,108,129
387,Arunachal Pradesh,Lower Subansiri,2025,7,340,188
388,Arunachal Pradesh,Lower Subansiri,2025,9,180,116
389,Arunachal Pradesh,Lower Subansiri,2025,10,280,96
390,Arunachal Pradesh,Lower Subansiri,2025,11,107,75
391,Arunachal Pradesh,Lower Subansiri,2025,12,110,44
392,Arunachal Pradesh,Namsai,2025,3,213,274
393,Arunachal Pradesh,Namsai,2025,4,327,351
394,Arunachal Pradesh,Namsai,2025,5,423,413
395,Arunachal Pradesh,Namsai,2025,6,484,414
396,Arunachal Pradesh,Namsai,2025,7,321,411
397,Arunachal Pradesh,Namsai,2025,9,167,211
398,Arunachal Pradesh,Namsai,2025,10,79,102
399,Arunachal Pradesh,Namsai,2025,11,965,111
400,Arunachal Pradesh,Namsai,2025,12,582,155
401,Arunachal Pradesh,Pakke Kessang,2025,3,12,6
402,Arunachal Pradesh,Pakke Kessang,2025,9,7,21
403,Arunachal Pradesh,Pakke Kessang,2025,10,4,7
404,Arunachal Pradesh,Pakke Kessang,2025,11,5,10
405,Arunachal Pradesh,Pakke Kessang,2025,12,2,0
406,Arunachal Pradesh,Papum Pare,2025,3,345,717
407,Arunachal Pradesh,Papum Pare,2025,4,458,618
408,Arunachal Pradesh,Papum Pare,2025,5,496,687
409,Arunachal Pradesh,Papum Pare,2025,6,322,559
410,Arunachal Pradesh,Papum Pare,2025,7,789,643
411,Arunachal Pradesh,Papum Pare,2025,9,968,409
412,Arunachal Pradesh,Papum Pare,2025,10,513,275
413,Arunachal Pradesh,Papum Pare,2025,11,376,309
414,Arunachal Pradesh,Papum Pare,2025,12,568,207
415,Arunachal Pradesh,Shi-yomi,2025,3,14,12
416,Arunachal Pradesh,Shi-yomi,2025,4,17,15
417,Arunachal Pradesh,Shi-yomi,2025,5,26,14
418,Arunachal Pradesh,Shi-yomi,2025,6,20,14
419,Arunachal Pradesh,Shi-yomi,2025,7,11,37
420,Arunachal Pradesh,Shi-yomi,2025,9,11,13
421,Arunachal Pradesh,Shi-yomi,2025,10,12,7
422,Arunachal Pradesh,Shi-yomi,2025,11,66,167
423,Arunachal Pradesh,Shi-yomi,2025,12,33,40
424,Arunachal Pradesh,Siang,2025,3,54,63
425,Arunachal Pradesh,Siang,2025,4,107,49
426,Arunachal Pradesh,Siang,2025,5,100,64
427,Arunachal Pradesh,Siang,2025,6,76,53
428,Arunachal Pradesh,Siang,2025,7,65,91
429,Arunachal Pradesh,Siang,2025,9,105,26
430,Arunachal Pradesh,Siang,2025,10,48,23
431,Arunachal Pradesh,Siang,2025,11,191,27
432,Arunachal Pradesh,Siang,2025,12,134,33
433,Arunachal Pradesh,Tawang,2025,3,120,78
434,Arunachal Pradesh,Tawang,2025,4,153,118
435,Arunachal Pradesh,Tawang,2025,5,149,78
436,Arunachal Pradesh,Tawang,2025,6,99,70
437,Arunachal Pradesh,Tawang,2025,7,79,88
438,Arunachal Pradesh,Tawang,2025,9,114,47
439,Arunachal Pradesh,Tawang,2025,10,450,43
440,Arunachal Pradesh,Tawang,2025,11,376,29
441,Arunachal Pradesh,Tawang,2025,12,326,47
442,Arunachal Pradesh,Tirap,2025,3,61,41
443,Arunachal Pradesh,Tirap,2025,4,107,49
444,Arunachal Pradesh,Tirap,2025,5,120,69
445,Arunachal Pradesh,Tirap,2025,6,100,88
446,Arunachal Pradesh,Tirap,2025,7,79,90
447,Arunachal Pradesh,Tirap,2025,9,115,57
448,Arunachal Pradesh,Tirap,2025,10,447,44
449,Arunachal Pradesh,Tirap,2025,11,254,40
450,Arunachal Pradesh,Tirap,2025,12,88,44
451,Arunachal Pradesh,Upper Siang,2025,3,53,72
452,Arunachal Pradesh,Upper Siang,2025,4,112,67
453,Arunachal Pradesh,Upper Siang,2025,5,116,105
454,Arunachal Pradesh,Upper Siang,2025,6,59,50
455,Arunachal Pradesh,Upper Siang,2025,7,47,63
456,Arunachal Pradesh,Upper Siang,2025,9,65,53
457,Arunachal Pradesh,Upper Siang,2025,10,137,55
458,Arunachal Pradesh,Upper Siang,2025,11,251,55
459,Arunachal Pradesh,Upper Siang,2025,12,395,41
460,Arunachal Pradesh,Upper Subansiri,2025,3,217,342
461,Arunachal Pradesh,Upper Subansiri,2025,4,336,230
462,Arunachal Pradesh,Upper Subansiri,2025,5,271,288
463,Arunachal Pradesh,Upper Subansiri,2025,6,260,219
464,Arunachal Pradesh,Upper Subansiri,2025,7,293,230
465,Arunachal Pradesh,Upper Subansiri,2025,9,202,131
466,Arunachal Pradesh,Upper Subansiri,2025,10,205,77
467,Arunachal Pradesh,Upper Subansiri,2025,11,475,68
468,Arunachal Pradesh,Upper Subansiri,2025,12,203,119
